b'x',b'y',b'z',label
-0.4501439999999999,-0.393791,0.35770100000000005,background
1.60016,0.713607,3.0697490000000003,background
0.732087,1.274697,2.160805,background
-1.6666900000000002,0.567213,3.099585,background
0.736813,0.225474,0.593731,background
-0.781496,-0.338449,0.725283,background
0.185882,-0.6196010000000001,0.418457,background
-0.10279,-0.410614,0.179169,background
0.164429,0.26126900000000003,0.095299,background
-0.010981,-0.292767,0.085833,background
-0.217881,0.359819,0.17694200000000002,background
1.592054,1.810137,5.811234,background
0.34212600000000004,-2.180567,4.8719220000000005,background
0.459617,0.93606,1.087456,background
-0.307012,-0.190984,0.130731,background
0.349295,1.643269,2.822339,background
-0.288077,-0.460173,0.294747,background
1.343548,0.782533,2.417479,background
0.066009,-0.91527,0.842076,background
0.747668,1.229458,2.070575,background
1.588078,-1.092906,3.716434,background
0.070364,0.503492,0.258456,background
-0.305487,1.753103,3.166693,background
0.59473,-1.426855,2.38962,background
1.617807,-1.7924669999999998,5.830235,background
1.417424,-0.448044,2.209835,background
0.807505,-0.91872,1.496111,background
0.179606,0.18022,0.064737,background
-0.768679,-0.829642,1.279174,background
-0.23012,-1.015303,1.083795,background
0.336974,-0.779451,0.7210949999999999,background
-1.015188,-0.896904,1.835042,background
0.363433,-1.422525,2.1556610000000003,background
-0.787872,-0.099076,0.630558,background
-0.102882,0.551372,0.314596,background
1.036983,0.841226,1.782995,background
-0.594097,0.126474,0.368947,background
-2.371155,-1.559726,8.055121,background
-1.193374,0.15398199999999998,1.447852,background
0.297,0.791528,0.714726,background
-1.686925,0.716795,3.359512,background
-0.32326900000000003,-0.892257,0.900626,background
-0.28409,-1.023294,1.127837,background
-0.068339,-0.968293,0.942261,background
0.112566,0.608362,0.382776,background
-1.12218,0.38903,1.410632,background
2.212483,-0.195963,4.933483,background
0.5148739999999999,-0.578818,0.600125,background
1.077919,0.28252,1.241727,background
2.324523,0.4927220000000001,5.646184,background
-0.08997000000000001,0.5203180000000001,0.278826,background
-0.222175,-1.656832,2.794452,background
-0.226027,0.017478999999999998,0.051394,background
-0.667471,-1.103479,1.663184,background
1.105661,0.741581,1.772429,background
-1.264716,-0.006268,1.599546,background
0.6362949999999999,-1.853279,3.839516,background
0.372392,0.657421,0.570878,background
-1.508546,0.985843,3.247598,background
1.24721,-0.6420279999999999,1.967734,background
-0.7797649999999999,-0.82047,1.2812059999999998,background
2.165025,1.601677,7.252702999999999,background
-0.334421,-1.674189,2.914746,background
0.335498,-0.85572,0.844815,background
0.994418,0.909645,1.816322,background
-0.13753900000000002,-0.980685,0.980661,background
0.720581,1.187789,1.930079,background
0.371582,-0.501466,0.389541,background
-0.12598099999999998,2.167948,4.715871,background
-0.135419,1.438298,2.087039,background
-2.011069,-0.498337,4.292738,background
1.300645,1.659612,4.4459870000000015,background
-0.361969,0.834741,0.8278129999999999,background
0.067631,-1.05389,1.115258,background
1.100479,0.958567,2.129906,background
0.037748,-0.448938,0.20297,background
0.102004,0.786356,0.628761,background
2.534986,-0.397956,6.584523,background
0.375026,0.29705,0.228884,background
0.03492,-0.118931,0.015364,background
1.788045,-1.494047,5.429282,background
-0.09497,-0.13575,0.027447000000000003,background
-0.502488,-1.449484,2.353498,background
0.339398,0.8111470000000001,0.773151,background
0.8899469999999999,0.75636,1.364085,background
-1.328899,-0.359616,1.895297,background
-0.982526,0.266278,1.036261,background
0.08226900000000001,-0.333208,0.117796,background
0.043082,0.491127,0.243061,background
-1.071016,-0.390949,1.299916,background
1.0684870000000002,0.530483,1.423077,background
0.769541,-0.146517,0.613661,background
0.407621,0.94375,1.056819,background
-2.418687,1.029048,6.908985,background
0.07127,0.375086,0.145769,background
0.454832,0.974072,1.155689,background
1.120973,-0.965955,2.18965,background
-0.354871,1.029931,1.186692,background
-1.5176690000000002,0.100395,2.313399,background
0.601104,-1.1228200000000002,1.622051,background
0.534321,-0.30995900000000004,0.381573,background
-2.301832,0.591123,5.647855,background
0.300978,1.734677,3.099691,background
0.808179,-1.015765,1.6849310000000002,background
0.021976,0.444492,0.198056,background
1.253466,-2.145538,6.174511,background
1.395985,1.588411,4.471821,background
-0.617073,0.5007659999999999,0.631545,background
0.608524,-0.206227,0.4128310000000001,background
-0.796665,0.428099,0.817943,background
-0.478177,-0.375122,0.36937,background
0.4567350000000001,-0.8413930000000001,0.91655,background
0.630761,-1.690704,3.256341,background
0.22338400000000005,0.203376,0.091262,background
-1.541475,-0.036558,2.377481,background
0.012547,-1.484788,2.204754,background
-1.05776,-0.589936,1.46688,background
-0.5308470000000001,1.496395,2.520997,background
-1.631159,0.7609229999999999,3.239685,background
0.726524,0.141211,0.547778,background
1.507571,-0.780036,2.881227,background
-1.889999,-0.896864,4.37646,background
-0.009828,1.926738,3.712417,background
-1.0454,-0.049572000000000005,1.095318,background
0.109791,-1.893843,3.598694,background
1.575015,-0.623286,2.869159,background
0.416172,-1.748026,3.228795,background
-0.969947,-0.8435469999999999,1.652368,background
1.509152,0.09058,2.285743,background
0.98278,-0.110529,0.978074,background
-0.370688,-0.131043,0.154582,background
-0.373899,0.863405,0.885268,background
-1.703089,-0.602646,3.263693,background
0.218343,0.469248,0.267867,background
-1.612744,1.087215,3.78298,background
-0.017404,-1.4856200000000002,2.207371,background
-0.340911,1.462746,2.255847,background
0.753738,-0.32568,0.674189,background
1.004514,-0.17435499999999998,1.039448,background
1.381799,-0.641227,2.320541,background
0.162298,0.220232,0.07484299999999999,background
-1.61208,-0.75838,3.17394,background
0.145627,-1.6539150000000002,2.756641,background
0.770969,-0.455673,0.802032,background
1.085951,0.131794,1.19666,background
-0.249937,-1.728846,3.051378,background
0.805797,-2.182023,5.410531,background
0.112128,-1.635088,2.686084,background
-0.517473,1.047983,1.3660450000000002,background
-2.471747,-0.24043,6.167338,background
-0.354777,-1.058094,1.24543,background
-0.447699,-1.591864,2.734467,background
0.027491,2.526232,6.382607,background
0.382132,-1.364258,2.0072240000000003,background
0.5066649999999999,-0.14744200000000002,0.278449,background
0.555662,-0.36795,0.4441479999999999,background
-0.961704,0.40668,1.090264,background
0.878331,-0.224366,0.8218059999999999,background
-1.490702,-0.1187,2.236283,background
0.140076,0.13248,0.037172,background
1.309579,0.200899,1.755357,background
-1.182045,-1.230911,2.912372,background
-0.249312,1.407986,2.04458,background
-0.437551,-1.863766,3.665074,background
1.434485,-0.862759,2.802101,background
-0.412488,-0.148368,0.19216,background
-1.566134,-0.946202,3.348074,background
-0.360879,0.437834,0.321932,background
1.134653,1.413905,3.286565,background
0.268251,0.958378,0.990447,background
-1.257027,0.378977,1.723739,background
0.6585770000000001,-1.54796,2.829905,background
0.043854,0.342086,0.118946,background
-0.261982,0.478107,0.29722,background
-1.3907889999999998,0.120818,1.94889,background
0.839785,0.854349,1.43515,background
-0.6956479999999999,0.678601,0.944425,background
1.128786,-0.75203,1.839708,background
-0.462361,0.7505649999999999,0.777125,background
-0.200021,-0.421305,0.217506,background
-1.837427,1.483342,5.576441,background
0.157778,-0.17666600000000002,0.056105,background
-0.592174,-0.293985,0.437097,background
-1.699122,0.927774,3.747782,background
0.6229,2.845026,8.48218,background
1.059405,-0.493586,1.365965,background
0.838975,-1.637766,3.3861550000000005,background
-0.4570520000000001,-0.754159,0.777652,background
2.339616,-1.166232,6.8339,background
0.831551,-0.16858399999999998,0.7198979999999999,background
0.919865,0.8030970000000001,1.491116,background
0.8407969999999999,-1.3988040000000002,2.663591,background
0.8950620000000001,0.599634,1.160697,background
0.234995,1.7094189999999998,2.977336,background
0.254304,0.914219,0.900468,background
-1.978318,-0.6341680000000001,4.31591,background
-0.299985,0.355175,0.216141,background
0.479549,-0.80255,0.8740530000000001,background
0.967778,-0.806942,1.587751,background
-0.8487959999999999,1.043416,1.809171,background
0.61803,0.651998,0.807063,background
1.721371,-0.987093,3.937471,background
2.212991,0.416994,5.071212,background
-0.986662,-0.703911,1.468993,background
0.318518,1.338359,1.892659,background
-0.163864,-1.7443,3.069435,background
-0.501449,1.454504,2.367032,background
-0.30561900000000003,-0.490876,0.334362,background
-0.423094,0.540693,0.471358,background
0.326541,1.131772,1.387537,background
-2.08526,0.579174,4.68375,background
2.048703,1.408945,6.182308,background
-1.141286,0.244531,1.3623299999999998,background
0.370926,0.689531,0.613039,background
2.322416,-0.123549,5.408881,background
0.8815350000000001,-0.621093,1.162861,background
-0.73679,0.198461,0.5822470000000001,background
0.790092,-1.890749,4.199175,background
0.794312,0.811551,1.289547,background
-0.439884,0.333412,0.304661,background
-0.929519,-0.398122,1.022506,background
-1.955375,-0.7829430000000001,4.4364930000000005,background
0.808649,-0.351598,0.7775350000000001,background
0.7840590000000001,0.105974,0.625979,background
1.075322,0.045811,1.158417,background
0.556813,-0.434248,0.498611,background
-0.918635,-0.068018,0.848517,background
-3.458071,0.5561119999999999,12.267516,background
0.261803,-0.220066,0.11697,background
-0.266316,0.191145,0.10746,background
0.296722,0.124617,0.103574,background
-0.682629,-0.161857,0.492181,background
0.256276,0.664742,0.50756,background
-2.143398,0.545235,4.891437000000002,background
0.068203,-0.376341,0.146284,background
1.39793,-0.291481,2.03917,background
-0.017337,-0.641947,0.412396,background
1.638957,-0.588901,3.032984,background
-2.0236560000000003,2.178434,8.840761,background
0.282475,-0.425392,0.260751,background
1.464999,0.536934,2.434521,background
-0.13989400000000002,0.445321,0.217881,background
1.16844,1.540661,3.738887,background
-0.079424,-0.482748,0.239353,background
1.357943,-1.86383,5.317872,background
-0.959823,0.994797,1.910882,background
-1.614723,-0.148947,2.629517,background
0.323074,0.013067,0.104548,background
0.092132,0.829275,0.696186,background
-1.455322,1.104358,3.33757,background
-0.015175,-1.810169,3.2769440000000003,background
0.8492200000000001,-1.1309790000000002,2.000289,background
-0.633379,1.591112,2.932808,background
-2.474778,0.648277,6.544791,background
0.5358510000000001,-0.204785,0.329074,background
1.647659,0.676933,3.17302,background
0.959844,1.907804,4.561019,background
0.8239879999999999,-0.940498,1.5634940000000002,background
1.845373,-0.132192,3.422877,background
-0.08366699999999999,0.860786,0.747953,background
1.858813,1.5657,5.906603,background
0.053731,-2.455866,6.034166,background
-1.0706440000000002,0.120162,1.160717,background
0.740382,-1.809921,3.82398,background
1.056488,-0.785505,1.733184,background
-0.610578,0.7894100000000001,0.995973,background
-1.43839,1.014721,3.098624,background
-0.142213,-1.0043030000000002,1.028849,background
0.805991,0.592062,1.000158,background
0.067522,1.7848080000000002,3.190098,background
-1.427416,0.315417,2.137003,background
1.5893,1.499549,4.774524,background
0.472545,1.562859,2.665827,background
1.4613040000000002,-0.131503,2.152703,background
1.071178,0.106814,1.158831,background
-0.173254,0.121245,0.044717,background
-0.540841,0.096038,0.301732,background
-1.434198,-0.306937,2.151136,background
-0.8229,1.51579,2.974783,background
-0.437367,-1.812048,3.4748080000000003,background
